Cod_setor;Situacao_setor;V001;V002;V003
530010805110200;5;68;0;0
530010805110201;8;93;0;0
530010805110202;8;116;0;0
530010805110203;7;82;0;0
530010805110204;1;162;0;0
530010805110205;5;102;0;0
530010805110208;1;114;0;0
530010805110209;1;100;0;0
530010805110210;1;121;0;0
530010805110211;1;92;1;0
530010805110212;1;124;0;0
530010805110213;1;102;0;0
530010805110214;1;128;0;0
530010805110215;1;105;0;0
530010805110216;1;157;0;0
530010805110217;1;89;0;0
530010805110218;1;48;0;0
530010805110219;1;27;0;0
530010805110220;1;56;0;0
530010805110221;1;154;0;0
530010805110222;1;109;0;0
530010805110223;1;120;0;0
530010805110224;1;150;1;0
530010805110225;1;80;0;0
530010805110226;1;84;0;0
530010805110227;1;82;0;0
530010805110228;1;62;0;0
530010805110229;1;54;0;0
530010805110230;1;99;0;0
530010805110231;1;123;0;0
530010805110233;1;118;0;0
530010805110234;1;121;0;0
530010805110235;1;114;0;3
530010805110236;1;123;0;0
530010805110237;1;211;0;0
530010805110238;1;190;0;0
530010805110239;1;563;2;1
530010805110240;1;178;0;0
530010805110241;1;135;0;0
530010805110242;1;110;0;0
530010805110243;1;131;0;1
530010805110244;1;109;0;0
530010805110245;1;260;0;0
530010805110246;1;109;0;0
530010805110247;1;143;0;0
530010805110248;1;109;0;0
530010805110249;1;79;0;0
530010805110250;1;60;0;0
530010805110251;1;108;0;0
530010805110252;1;114;0;0
530010805110253;1;171;0;6
530010805110254;1;149;0;1
530010805110255;1;186;0;0
530010805110256;1;100;0;0
530010805110257;1;109;0;0
530010805110258;1;201;0;0
530010805110259;1;121;1;0
530010805110260;1;138;0;0
530010805110261;1;154;0;0
530010805110262;1;87;0;0
530010805110263;1;144;0;0
530010805110264;1;165;0;0
530010805110265;1;116;0;1
530010805110266;8;36;0;0
530010805110267;8;2;"X";"X"
530010805110268;8;32;0;0
530010805110269;1;45;0;0
530010805110270;1;87;0;0
530010805110271;1;89;0;0
530010805110272;1;228;0;0
530010805110273;8;0;"X";"X"
530010805110274;1;62;0;0
530010805110275;1;85;0;0
530010805110277;8;42;0;0
530010805110278;1;53;0;0
530010805110279;2;6;0;0
530010805110280;2;0;"X";"X"
530010805110281;2;2;"X";"X"
530010805110282;5;78;1;0
530010805110283;2;4;"X";"X"
530010805110284;1;103;0;0
530010805110285;5;134;0;0
530010805110286;1;262;0;0
530010805110287;8;28;0;0
530010805110288;5;123;0;0
530010805110289;7;52;0;0
530010805110290;8;61;0;0
530010805110292;8;43;0;0
530010805110293;7;25;0;0
530010805110298;2;3;"X";"X"
530010805120001;1;75;1;0
530010805120002;1;95;0;0
530010805120003;1;144;1;0
530010805120004;1;103;1;0
530010805120005;1;104;0;0
530010805120006;1;96;0;0
530010805120007;1;139;0;0
530010805120008;1;79;0;0
530010805120009;1;136;0;0
530010805120010;1;155;0;0
530010805120011;1;96;1;0
530010805120012;1;116;0;0
530010805120013;1;151;0;0
530010805120014;1;117;0;0
530010805120015;1;124;0;0
530010805120016;1;124;0;0
530010805120017;1;129;0;0
530010805120018;1;63;0;0
530010805120019;1;165;0;0
530010805120020;1;126;0;3
530010805120021;2;120;0;1
530010805120022;1;107;0;0
530010805120023;1;91;0;0
530010805120024;2;62;0;0
530010805120025;1;182;0;0
530010805120026;1;146;0;0
530010805120027;1;154;1;1
530010805120028;1;162;0;0
530010805120029;1;154;1;0
530010805120030;1;95;0;0
530010805120031;1;139;0;0
530010805120032;1;107;0;0
530010805120033;1;121;0;0
530010805120034;1;112;0;0
530010805120035;1;170;0;8
530010805120036;1;123;0;1
530010805120037;1;119;1;0
530010805120038;1;147;0;0
530010805120039;1;141;1;1
530010805120040;1;123;1;0
530010805120041;1;129;0;0
530010805120042;1;130;0;0
530010805120043;1;65;0;0
530010805120044;2;145;0;1
530010805120045;1;0;"X";"X"
530010805120046;1;113;0;0
530010805120047;1;126;0;0
530010805120048;1;133;0;0
530010805120049;1;94;0;0
530010805120050;1;134;0;0
530010805120051;1;125;0;0
530010805120052;1;136;0;0
530010805120053;1;104;0;0
530010805120054;1;89;2;0
530010805120055;1;74;1;3
530010805120056;1;83;0;0
530010805120057;1;51;0;0
530010805120058;1;102;0;0
530010805120059;1;121;0;0
530010805120060;1;102;0;0
530010805120061;1;92;0;0
530010805120062;1;42;2;0
530010805120063;1;64;0;0
530010805120064;1;94;0;0
530010805120065;1;37;0;0
530010805120066;1;53;0;0
530010805120067;8;72;0;0
530010805120068;8;19;0;0
530010805120069;2;97;0;0
530010805120070;1;86;0;0
530010805120071;8;76;0;0
530010805120072;8;43;0;0
530010805120073;8;93;0;0
530010805120074;8;115;0;0
530010805120075;8;43;0;0
530010805120076;8;74;0;0
530010805120077;5;79;0;0
530010805120078;8;78;0;0
530010805120079;8;20;0;0
530010805120080;8;243;0;5
530010805120081;5;67;0;2
530010805120082;8;110;0;0
530010805120083;5;50;0;0
530010805120084;5;74;0;1
530010805120085;5;27;0;0
530010805120086;1;55;0;0
530010805120087;4;112;0;0
530010805120088;1;54;0;0
530010805120089;1;49;0;0
530010805120090;1;58;1;0
530010805120091;1;59;0;0
530010805120092;1;58;0;0
530010805120093;1;74;0;0
530010805120094;8;87;0;0
530010805120095;1;68;0;0
530010805120096;8;50;0;0
530010805120097;8;68;0;0
530010805120098;8;70;0;0
530010805120099;8;5;0;0
530010805120100;8;48;0;1
530010805120101;2;185;1;0
530010805120102;2;7;"X";"X"
530010805130001;1;48;0;0
530010805130002;1;63;0;0
530010805130003;1;92;0;1
530010805130004;1;87;0;0
530010805130005;1;119;0;0
530010805130006;1;94;0;0
530010805130007;1;69;0;0
530010805130008;1;61;0;0
530010805130009;1;26;0;0
530010805130010;1;37;0;0
530010805130011;1;82;1;0
530010805130012;1;95;0;0
530010805130013;1;93;0;0
530010805130014;1;108;0;0
530010805130015;1;129;0;0
530010805130016;1;70;0;0
530010805130017;1;45;0;0
530010805130018;1;123;0;0
530010805130019;1;165;0;0
530010805130020;1;97;0;0
530010805130021;1;129;0;0
530010805130022;1;195;0;0
530010805130023;1;148;0;0
530010805130024;1;148;0;0
530010805130026;1;187;0;0
530010805130027;1;197;0;0
530010805130028;1;183;0;0
530010805130030;1;185;0;0
530010805130031;1;92;0;0
530010805130032;1;113;0;0
530010805130033;1;155;0;0
530010805130034;1;69;0;1
530010805130035;1;68;0;0
530010805130036;1;104;0;10
530010805130037;1;128;0;0
530010805130038;1;117;0;0
530010805130039;1;125;0;0
530010805130040;1;109;0;0
530010805130041;1;105;0;0
530010805130042;1;135;1;0
530010805130043;1;152;0;0
530010805130044;1;107;1;0
530010805130045;1;99;0;0
530010805130046;1;109;1;0
530010805130047;1;156;1;0
530010805130048;1;93;0;0
530010805130049;1;85;0;0
530010805130050;1;118;1;0
530010805130051;1;148;0;0
530010805130052;1;106;0;0
530010805130053;1;95;0;0
530010805130054;1;123;0;0
530010805130055;8;117;0;0
530010805130056;1;85;1;0
530010805130058;1;94;0;0
530010805130059;1;103;0;0
530010805130060;1;110;0;0
530010805130061;1;50;0;0
530010805130062;1;92;0;0
530010805130063;1;136;0;0
530010805130064;1;110;0;0
530010805130065;1;34;0;0
530010805130066;1;114;1;0
530010805130067;1;86;0;0
530010805130068;1;44;0;0
530010805130069;1;83;0;0
530010805130070;1;71;0;0
530010805130071;1;87;0;0
530010805130072;1;85;0;0
530010805130073;1;48;0;0
530010805130074;1;51;0;0
530010805130075;1;56;0;0
530010805130076;1;65;1;0
530010805130077;1;72;0;0
530010805130078;1;28;0;0
530010805130079;1;34;0;0
530010805130080;1;67;0;0
530010805130081;1;80;0;0
530010805130082;1;42;0;0
530010805130083;1;50;0;0
530010805130084;1;78;0;0
530010805130085;1;85;0;0
530010805130086;1;49;0;0
530010805130087;1;163;0;0
530010805130088;1;168;1;0
530010805130089;1;128;0;0
530010805130090;1;137;0;0
530010805130091;1;91;0;0
530010805130092;1;88;0;0
530010805130093;1;78;0;0
530010805130094;1;35;0;0
530010805130095;1;20;0;0
530010805130096;8;18;0;0
530010805130097;8;98;0;0
530010805130099;1;90;0;0
530010805130100;1;85;0;0
530010805130101;1;129;0;0
530010805130102;1;115;0;0
530010805130103;1;109;2;0
530010805130104;1;190;0;1
530010805130105;1;80;0;0
530010805130106;1;197;1;0
530010805130107;1;96;0;0
530010805130108;8;28;0;0
530010805130109;1;145;0;0
530010805130110;1;128;0;0
530010805130111;1;134;0;0
530010805130112;1;79;0;0
530010805130113;1;131;0;0
530010805130114;1;135;0;0
530010805130115;1;127;0;0
530010805130116;1;155;0;0
530010805130117;1;69;1;0
530010805130118;1;59;0;0
530010805130119;1;125;0;1
530010805130120;1;231;3;0
530010805130121;1;119;0;0
530010805130122;1;92;0;0
530010805130123;8;46;0;0
530010805130125;8;8;0;0
530010805130126;1;101;0;0
530010805130127;1;48;1;0
530010805130128;1;80;0;0
530010805130129;1;69;0;0
530010805130130;1;106;0;0
530010805140001;1;126;0;0
530010805140002;1;90;0;0
530010805140003;1;82;0;1
530010805140004;1;92;0;0
530010805140005;1;51;0;0
530010805140006;1;66;0;0
530010805140007;1;93;0;1
530010805140008;1;95;0;0
530010805140009;1;54;0;0
530010805140010;8;30;0;0
530010805140011;1;84;0;0
530010805140012;1;67;0;0
530010805140013;1;71;0;0
530010805140014;1;30;0;0
530010805140015;1;63;0;0
530010805140016;1;54;0;0
530010805140017;1;39;0;0
530010805140018;1;47;0;0
530010805140019;1;87;0;0
530010805140020;1;65;0;0
530010805140021;1;108;0;0
530010805140022;1;33;0;0
530010805140023;1;74;0;0
530010805140024;1;106;0;0
530010805140025;1;68;0;0
530010805140026;1;62;0;0
530010805140027;1;361;0;0
530010805140028;8;123;0;0
530010805140029;8;8;0;0
530010805140030;1;70;0;0
530010805140031;1;97;0;0
530010805140032;1;45;0;0
530010805140033;1;128;0;0
530010805140034;1;50;0;0
530010805140035;4;202;0;0
530010805140036;8;164;0;0
530010805140037;1;71;0;1
530010805140038;1;134;0;0
530010805140039;1;134;0;0
530010805140040;1;184;0;0
530010805140041;1;63;0;3
530010805140042;1;60;0;0
530010805140043;1;64;0;0
530010805140044;1;75;0;0
530010805140045;1;18;0;0
530010805140046;1;71;0;0
530010805140047;1;71;0;0
530010805140048;1;78;0;0
530010805140049;1;43;0;0
530010805140050;1;61;0;0
530010805140051;1;120;0;0
530010805140052;1;120;0;0
530010805140053;4;21;0;0
530010805140054;1;73;0;0
530010805140055;1;137;0;0
530010805140056;1;173;3;0
530010805140057;1;97;0;0
530010805140058;1;40;0;0
530010805140059;8;9;0;0
530010805140061;1;93;0;0
530010805140062;1;23;0;0
530010805140063;1;68;0;0
530010805140064;1;109;0;0
530010805140065;1;84;0;0
530010805140066;1;82;0;0
530010805140067;8;34;0;0
530010805140068;1;70;0;0
530010805140069;1;88;0;1
530010805140070;1;82;0;0
530010805140071;1;66;0;0
530010805140072;1;92;1;0
530010805140073;1;62;0;0
530010805150001;1;78;0;0
530010805150002;1;90;0;0
530010805150003;1;105;0;0
530010805150004;1;94;0;0
530010805150005;1;115;0;0
530010805150006;1;124;0;0
530010805150007;1;77;0;0
530010805150008;1;73;0;0
530010805150009;1;96;0;0
530010805150010;1;143;1;0
530010805150011;1;126;0;0
530010805150012;1;62;0;0
530010805150013;1;119;0;0
530010805150014;1;100;0;0
530010805150015;1;132;0;0
530010805150016;1;89;0;0
530010805150017;1;159;0;0
530010805150018;1;140;0;0
530010805150019;1;101;0;0
530010805150020;1;130;0;1
530010805150021;1;119;0;1
530010805150022;1;168;0;0
530010805150023;1;179;0;0
530010805150024;1;102;0;0
530010805150025;1;112;0;0
530010805150026;1;150;0;0
530010805150027;1;101;0;0
530010805150028;1;105;0;0
530010805150029;1;110;0;0
530010805150030;1;92;0;0
530010805150031;1;121;0;0
530010805150032;1;84;0;0
530010805150033;1;81;0;0
530010805150034;1;99;0;0
530010805150035;1;110;0;0
530010805150036;1;108;0;0
530010805150037;1;105;0;0
530010805150038;1;115;0;0
530010805150039;1;124;0;0
530010805150040;1;97;0;0
530010805150041;1;91;0;0
530010805150042;1;197;1;0
530010805150043;1;72;0;0
530010805150044;1;103;0;0
530010805150045;1;98;0;9
530010805150046;1;176;0;2
530010805150047;1;103;0;0
530010805150048;1;157;1;0
530010805150049;1;94;0;0
530010805150050;1;129;0;0
530010805150051;1;118;0;0
530010805150052;1;126;0;0
530010805150053;1;108;0;1
530010805150054;1;123;0;0
530010805150055;1;177;1;0
530010805150056;1;120;1;0
530010805150057;1;112;1;0
530010805150058;1;94;0;0
530010805150059;1;112;0;0
530010805150060;1;86;0;0
530010805150061;1;110;0;0
530010805150062;1;69;0;0
530010805150063;1;131;0;1
530010805150064;1;103;0;0
530010805150065;1;93;0;0
530010805150066;1;81;0;0
530010805150067;1;90;0;0
530010805150068;1;100;0;0
530010805150069;1;115;0;0
530010805150070;1;114;0;0
530010805150071;1;144;0;0
530010805150072;1;94;0;0
530010805150073;1;125;0;0
530010805150074;1;133;0;0
530010805150075;1;92;0;0
530010805150076;1;123;0;0
530010805150077;1;110;0;0
530010805150078;1;111;0;0
530010805150079;1;97;0;0
530010805150080;1;103;2;0
530010805150081;1;132;0;0
530010805150082;1;105;1;0
530010805150083;1;84;0;0
530010805150084;1;93;1;0
530010805150085;1;108;0;0
530010805150086;1;75;0;0
530010805150087;1;143;0;0
530010805150088;1;112;0;0
530010805150089;1;92;0;0
530010805150090;1;126;0;0
530010805150091;1;97;1;0
530010805150092;1;110;0;1
530010805150093;1;113;1;0
530010805150094;1;106;0;0
530010805150095;1;130;0;0
530010805150096;1;95;0;0
530010805150097;1;95;0;0
530010805150098;1;112;0;0
530010805150099;1;98;0;0
530010805150100;1;182;0;0
530010805150101;1;143;0;0
530010805150102;1;135;0;0
530010805150103;1;124;0;0
530010805150104;1;70;0;0
530010805150105;1;76;0;0
530010805150106;1;128;0;0
530010805150107;1;56;0;0
530010805150108;1;113;0;0
530010805150109;1;98;0;0
530010805150110;1;82;1;0
530010805150111;1;114;1;0
530010805150112;1;99;0;0
530010805150113;1;84;1;0
530010805150114;1;77;0;0
530010805150115;1;109;0;0
530010805150116;1;186;0;0
530010805150117;1;158;0;0
530010805150118;1;139;0;0
530010805150119;1;128;0;0
530010805150120;1;112;0;0
530010805150121;1;119;0;0
530010805150122;1;79;0;1
530010805150123;1;129;0;0
530010805150124;1;118;0;0
530010805150125;1;144;0;0
530010805150126;1;165;0;1
530010805150127;1;178;0;0
530010805150128;1;108;0;0
530010805150129;1;186;1;0
530010805150130;1;139;0;0
530010805150131;1;144;0;0
530010805150132;1;119;0;5
530010805150133;1;125;0;0
530010805150134;1;91;0;0
530010805150135;1;94;0;0
530010805150136;1;102;0;0
530010805150137;1;96;0;0
530010805150138;1;87;0;0
530010805150139;1;112;0;0
530010805150140;1;65;0;0
530010805150141;1;104;1;0
530010805150142;1;153;1;0
530010805150143;1;104;0;0
530010805150144;1;111;0;2
530010805150145;1;63;0;0
530010805150146;1;83;0;0
530010805150147;1;81;0;0
530010805150148;1;104;0;0
530010805150149;1;77;1;0
530010805150150;1;108;0;0
530010805150151;1;99;0;0
530010805150152;1;134;2;0
530010805150153;1;97;0;0
530010805150154;1;134;0;0
530010805150155;1;73;0;0
530010805150156;1;80;1;0
530010805150157;1;151;0;0
530010805150158;1;88;0;0
530010805150159;1;60;0;0
530010805150160;1;74;0;0
530010805150161;1;27;0;0
530010805150162;1;81;0;0
530010805150163;1;79;0;0
530010805150164;1;103;0;0
530010805150165;1;43;1;3
530010805150166;1;132;0;0
530010805150167;1;80;0;0
530010805150168;1;113;0;0
530010805150169;1;42;0;0
530010805150170;1;104;0;0
530010805150171;1;56;0;0
530010805150172;1;97;0;0
530010805150173;1;126;0;0
530010805150174;1;161;0;0
530010805150175;1;74;0;0
530010805150176;1;124;0;0
530010805150177;1;141;0;0
530010805150178;1;92;1;0
530010805150179;1;152;0;0
530010805150180;1;102;0;0
530010805150181;1;95;0;0
530010805150182;1;90;1;2
530010805150183;1;139;2;0
530010805150184;1;115;0;0
530010805150185;1;121;0;0
530010805150186;1;138;0;0
530010805150187;1;127;0;1
530010805150188;1;121;0;0
530010805150189;1;88;0;0
530010805150190;1;148;0;0
530010805150191;1;120;0;0
530010805150192;1;172;0;0
530010805150193;1;96;0;0
530010805150194;1;164;0;0
530010805150195;1;123;0;0
530010805150196;1;142;0;0
530010805150197;1;70;0;10
530010805150198;1;115;0;0
530010805150199;1;131;1;0
530010805150200;1;103;0;0
530010805150201;1;90;0;0
530010805150202;1;157;0;0
530010805150203;1;109;0;0
530010805150204;1;90;0;0
530010805150205;1;98;0;0
530010805150206;1;114;0;0
530010805150207;1;107;0;0
530010805150208;1;133;0;0
530010805150209;1;114;0;0
530010805150210;1;121;0;0
530010805150211;1;123;0;0
530010805150212;1;73;0;0
530010805150213;1;184;0;0
530010805150214;1;138;0;0
530010805150215;1;139;0;0
530010805150216;1;90;0;0
530010805150217;1;138;0;0
530010805150218;1;137;0;0
530010805150219;1;176;0;0
530010805150220;1;161;0;0
530010805150221;1;90;0;0
530010805150222;1;52;0;1
530010805150223;1;167;1;0
530010805150224;1;151;0;0
530010805150225;1;123;1;0
530010805150226;1;144;0;0
530010805150227;1;132;1;0
530010805150228;1;135;0;0
530010805150229;1;89;0;0
530010805150230;1;144;1;0
530010805150231;1;120;0;0
530010805150232;1;61;0;2
530010805150233;1;123;0;0
530010805150234;1;89;0;0
530010805150235;1;122;1;0
530010805150236;1;150;0;0
530010805150237;1;108;0;0
530010805150238;1;101;0;0
530010805150239;1;108;1;0
530010805150240;1;81;0;0
530010805150241;1;124;0;1
530010805150242;1;109;1;0
530010805150243;1;88;1;7
530010805150244;1;78;0;0
530010805150245;1;90;0;0
530010805150246;1;101;0;1
530010805150247;1;131;0;0
530010805150248;1;82;0;3
530010805150249;1;80;0;0
530010805150250;1;128;1;0
530010805150251;1;84;0;0
530010805150252;1;136;0;0
530010805150253;1;159;0;0
530010805150254;1;169;0;0
530010805150255;1;83;0;3
530010805150256;1;142;0;0
530010805150257;1;144;0;0
530010805150258;1;79;0;0
530010805150259;1;112;0;0
530010805150260;1;150;0;0
530010805150261;1;160;0;0
530010805150262;1;149;0;0
530010805150263;1;115;0;0
530010805150264;1;163;1;0
530010805150265;1;138;0;0
530010805150266;1;152;0;0
530010805150267;1;131;0;0
530010805150268;1;116;0;0
530010805150269;1;131;0;4
530010805150270;1;102;0;0
530010805150271;1;102;0;0
530010805150272;1;164;0;0
530010805150273;1;131;0;0
530010805150274;1;124;0;0
530010805150275;1;129;0;0
530010805150276;1;95;0;0
530010805150277;1;100;0;0
530010805150278;1;84;0;0
530010805150279;1;97;0;0
530010805150280;1;83;0;0
530010805150281;1;100;0;0
530010805150282;1;107;0;0
530010805150283;1;86;0;0
530010805150284;1;80;0;0
530010805150285;1;132;0;0
530010805150286;1;126;0;0
530010805150287;1;122;0;0
530010805150288;1;77;0;0
530010805150289;1;119;0;0
530010805150290;1;137;0;0
530010805150291;1;91;0;0
530010805150292;1;97;1;0
530010805150293;1;94;0;0
530010805150294;1;143;1;0
530010805150295;1;100;0;0
530010805150296;1;125;0;0
530010805150297;1;84;0;0
530010805150298;1;151;0;0
530010805150299;1;142;0;0
530010805150300;1;97;0;0
530010805150301;1;87;0;0
530010805150302;1;130;0;0
530010805150303;1;124;0;0
530010805150304;1;140;0;0
530010805150305;1;116;0;0
530010805150306;1;202;0;0
530010805150307;1;106;1;0
530010805150308;1;231;0;0
530010805150309;1;110;0;0
530010805150310;1;111;0;0
530010805150311;1;112;0;0
530010805150312;1;143;2;0
530010805150313;1;159;0;0
530010805150314;1;166;0;0
530010805150315;1;107;0;0
530010805150316;1;183;1;2
530010805150317;1;81;0;0
530010805150318;1;120;0;0
530010805150319;1;145;0;0
530010805150320;1;114;1;0
530010805150321;1;112;0;0
530010805150322;1;128;0;0
530010805150323;1;178;0;0
530010805150324;1;193;0;0
530010805150325;1;117;0;0
530010805150326;1;124;0;0
530010805150327;1;112;0;0
530010805150328;1;112;0;0
530010805150329;1;122;0;0
530010805150330;1;100;0;0
530010805150331;1;129;0;0
530010805150332;1;145;0;0
530010805150333;1;95;0;0
530010805150334;1;148;0;0
530010805150335;1;122;0;0
530010805150336;1;138;0;0
530010805150337;1;65;0;0
530010805150338;1;109;0;0
530010805150339;1;143;0;1
530010805150340;1;122;0;0
530010805150341;1;215;0;8
530010805150342;1;100;0;0
530010805150343;1;129;0;0
530010805150344;1;121;0;0
530010805150345;1;116;0;0
530010805150346;1;165;0;0
530010805150347;1;211;0;2
530010805150348;1;99;0;2
530010805150349;1;143;0;2
530010805150350;1;194;0;0
530010805150351;1;180;0;0
530010805150352;1;109;0;0
530010805150353;1;150;0;0
530010805150354;1;122;0;0
530010805150355;1;134;1;0
530010805150356;1;99;0;0
530010805150357;1;105;0;0
530010805150358;1;128;0;0
530010805150359;1;120;0;0
530010805150360;1;97;0;0
530010805150361;1;93;0;0
530010805150362;1;91;0;0
530010805150363;1;118;0;0
530010805150364;1;129;0;0
530010805150365;1;133;0;0
530010805150366;1;113;0;0
530010805150367;1;142;0;0
530010805150368;1;131;0;0
530010805150369;1;115;0;0
530010805150370;1;208;1;0
530010805150371;1;185;0;2
530010805150372;1;135;0;0
530010805150373;1;176;2;0
530010805150374;1;152;1;0
530010805150375;1;146;0;0
530010805150376;1;171;0;0
530010805150377;1;94;0;0
530010805150378;1;135;1;0
530010805150379;1;162;0;0
530010805150380;1;86;0;0
530010805150381;1;125;0;0
530010805150382;1;94;0;0
530010805150383;1;139;0;0
530010805150384;1;137;0;0
530010805150385;1;103;0;0
530010805150386;1;143;0;0
530010805150387;8;118;0;0
530010805150388;1;92;0;0
530010805150389;1;86;0;3
530010805150390;1;75;0;0
530010805150391;1;108;0;0
530010805150392;1;144;0;0
530010805150393;1;147;0;1
530010805150394;1;97;0;0
530010805150395;1;92;0;0
530010805150396;1;126;0;0
530010805150397;1;94;0;0
530010805150398;1;83;0;0
530010805150399;1;101;0;2
530010805150400;1;90;0;0
530010805150401;1;88;0;0
530010805150402;1;97;0;0
530010805150403;1;118;0;0
530010805150404;1;80;0;0
530010805150405;1;128;0;0
530010805150406;1;101;0;0
530010805150407;1;99;0;1
530010805150408;1;98;0;0
530010805150409;1;74;0;0
530010805150410;1;112;0;0
530010805150411;1;79;1;0
530010805150412;1;89;0;0
530010805150413;1;104;0;0
530010805150414;1;97;0;0
530010805150415;1;103;0;0
530010805150416;1;108;0;0
530010805150417;1;70;0;0
530010805150418;1;89;0;0
530010805150419;1;145;0;0
530010805150420;1;99;0;0
530010805150421;1;47;1;0
530010805150422;1;69;0;0
530010805150423;1;70;0;0
530010805150424;1;57;0;0
530010805150426;1;74;0;0
530010805150427;1;63;0;0
530010805150428;1;89;0;0
530010805150429;1;29;0;2
530010805150430;1;107;0;0
530010805150431;1;97;0;0
530010805150432;1;78;0;0
530010805150433;1;121;0;0
530010805150434;1;86;0;0
530010805150435;1;120;0;0
530010805150436;1;122;1;0
530010805150437;1;105;0;0
530010805150438;1;78;0;0
530010805150439;1;134;0;0
530010805150440;1;149;0;0
530010805150441;1;95;0;0
530010805150442;1;130;0;0
530010805150443;1;93;0;0
530010805150444;1;122;0;0
530010805150445;1;105;0;0
530010805150446;1;141;0;0
530010805150447;1;73;0;0
530010805150448;1;100;0;0
530010805150449;1;121;0;0
530010805150450;1;126;0;0
530010805150451;1;84;0;0
530010805150452;1;104;0;0
530010805150453;1;83;0;1
530010805150454;1;117;0;0
530010805150455;8;84;1;0
530010805150456;8;89;0;0
530010805150457;8;97;0;0
530010805150458;8;132;0;0
530010805150459;8;76;0;0
530010805150460;1;130;0;0
530010805150461;1;236;0;1
530010805150462;1;99;0;0
530010805150463;1;263;1;0
530010805150464;1;336;0;1
530010805150465;1;193;0;0
530010805150466;1;148;0;2
530010805150467;8;108;0;0
530010805150468;8;111;0;0
530010805150469;7;2;0;0
530010805150470;7;118;0;0
530010805150471;1;194;0;0
530010805150472;1;156;0;0
530010805150473;1;170;0;0
530010805150474;1;206;0;1
530010805150475;1;185;0;0
530010805150476;1;224;0;13
530010805150477;1;234;3;1
530010805150478;1;215;0;0
530010805150479;1;186;0;0
530010805150480;1;209;1;0
530010805150481;1;166;0;0
530010805150482;1;105;0;0
530010805150483;8;192;0;0
530010805150484;1;72;0;0
530010805150485;1;77;0;0
530010805150486;1;110;0;0
530010805150487;1;95;0;0
530010805150488;1;92;0;0
530010805150489;1;89;0;11
530010805150490;1;96;0;0
530010805150491;1;88;0;0
530010805150492;1;89;0;0
530010805150493;1;96;0;0
530010805150494;1;0;"X";"X"
530010805150495;1;65;0;0
530010805150496;1;83;0;0
530010805150497;1;48;0;0
530010805150498;1;100;0;0
530010805150499;1;139;0;0
530010805150500;1;99;0;0
530010805150501;1;167;0;0
530010805150502;1;79;0;0
530010805150503;1;39;0;0
530010805150504;1;67;0;0
530010805150505;1;61;0;0
530010805150506;1;79;0;0
530010805150507;1;104;0;0
530010805150508;1;119;0;0
530010805150509;1;66;0;0
530010805150510;8;162;0;0
530010805150511;8;135;0;0
530010805150512;1;151;0;0
530010805150513;1;92;0;0
530010805150514;1;151;3;0
530010805150515;1;169;0;0
530010805150516;1;186;1;0
530010805150517;1;168;0;1
530010805150518;1;145;0;0
530010805150519;1;142;0;0
530010805150520;1;70;0;0
530010805150521;1;89;0;0
530010805150522;8;62;0;0
530010805150523;1;207;0;0
530010805150524;1;173;0;0
530010805150525;1;232;0;0
530010805150526;1;313;0;0
530010805150527;4;138;0;0
530010805150528;1;147;1;1
530010805150529;1;230;0;0
530010805150530;1;86;0;0
530010805150531;1;167;0;0
530010805150532;1;124;0;0
530010805150533;4;59;0;0
530010805150534;1;142;1;0
530010805150535;1;119;0;0
530010805150537;1;32;0;0
530010805150538;1;172;0;0
530010805150539;1;141;0;0
530010805150540;1;111;1;0
530010805150541;1;259;0;0
530010805150542;1;401;0;0
530010805150543;1;121;0;0
530010805150544;1;160;0;0
530010805150545;1;116;0;0
530010805150546;1;163;0;0
530010805150547;1;98;0;0
530010805150548;1;88;0;0
530010805150549;1;253;3;0
530010805150550;1;304;1;0
530010805150551;1;118;0;0
530010805150552;1;75;0;0
530010805150553;1;121;1;0
530010805150554;1;621;0;0
530010805150555;1;326;0;0
530010805150556;1;266;2;0
530010805150557;1;355;0;0
530010805150558;1;435;0;0
530010805150559;1;199;1;0
530010805150560;1;61;0;0
530010805150561;1;219;0;0
530010805150562;1;111;0;0
530010805150563;1;123;0;0
530010805150564;1;221;0;11
530010805150565;1;78;0;0
530010805150566;1;173;0;0
530010805150567;1;114;0;0
530010805150568;1;115;0;0
530010805150569;1;169;0;0
530010805150570;1;233;2;0
530010805150571;1;144;0;0
530010805150572;1;233;1;0
530010805150573;1;202;1;0
530010805150574;1;195;0;0
530010805150575;1;243;2;6
530010805150576;1;174;0;0
530010805150577;1;207;0;0
530010805150578;1;193;1;0
530010805150579;1;140;0;0
530010805150580;1;231;1;0
530010805150581;1;276;1;1
530010805150582;1;277;0;0
530010805150583;1;109;0;2
530010805150584;1;258;1;0
530010805150585;1;167;0;0
530010805150586;1;177;0;0
530010805150587;1;189;0;0
530010805150588;1;194;0;0
530010805150589;1;130;1;2
530010805150590;1;297;1;0
530010805150591;1;213;0;0
530010805150592;1;198;0;0
530010805150593;1;128;0;0
530010805150594;1;209;1;0
530010805150595;1;172;0;0
530010805150596;1;209;0;0
530010805150597;1;257;0;0
530010805150598;1;230;0;0
530010805150599;1;154;0;0
530010805150600;1;166;1;0
530010805150601;1;222;1;0
530010805150602;1;210;0;0
530010805150603;1;190;0;0
530010805150604;1;223;0;0
530010805150605;1;206;0;0
530010805150606;8;2;"X";"X"
530010805150608;8;10;0;0
530010805160001;1;105;0;1
530010805160002;1;65;0;0
